# of elements,operation,duration (ns)
161310,Memory,4565320
161410,Insert,1047
161410,Find,584
161410,Delete,1018
161410,Memory,4561016
161510,Insert,892
161510,Find,625
161510,Delete,993
161510,Memory,4558984
161610,Insert,1767
161610,Find,637
161610,Delete,962
161610,Memory,4565720
161710,Insert,1248
161710,Find,541
161710,Delete,822
161710,Memory,4569288
161810,Insert,1186
161810,Find,683
161810,Delete,999
161810,Memory,4575608
161910,Insert,1152
161910,Find,564
161910,Delete,878
161910,Memory,4570760
162010,Insert,1130
162010,Find,740
162010,Delete,978
162010,Memory,4584968
162110,Insert,2348
162110,Find,979
162110,Delete,1610
162110,Memory,4585832
162210,Insert,1407
162210,Find,4057
162210,Delete,2398
162210,Memory,4591304
162310,Insert,1138
162310,Find,562
162310,Delete,1001
162310,Memory,4592096
162410,Insert,1304
162410,Find,709
162410,Delete,962
162410,Memory,4595016
162510,Insert,1147
162510,Find,643
162510,Delete,956
162510,Memory,4591096
162610,Insert,1022
162610,Find,599
162610,Delete,854
162610,Memory,4596232
162710,Insert,1276
162710,Find,601
162710,Delete,909
162710,Memory,4594120
162810,Insert,1606
162810,Find,671
162810,Delete,1383
162810,Memory,4606520
162910,Insert,1221
162910,Find,601
162910,Delete,920
162910,Memory,4616456
163010,Insert,992
163010,Find,582
163010,Delete,962
163010,Memory,4613112
163110,Insert,1217
163110,Find,624
163110,Delete,931
163110,Memory,4612232
163210,Insert,1328
163210,Find,556
163210,Delete,944
163210,Memory,4610888
163310,Insert,1622
163310,Find,731
163310,Delete,871
163310,Memory,4615336
163410,Insert,1129
163410,Find,635
163410,Delete,898
163410,Memory,4621064
163510,Insert,1162
163510,Find,620
163510,Delete,1085
163510,Memory,4617944
163610,Insert,849
163610,Find,568
163610,Delete,1079
163610,Memory,4624808
163710,Insert,1106
163710,Find,652
163710,Delete,857
163710,Memory,4624216
163810,Insert,998
163810,Find,529
163810,Delete,1089
163810,Memory,4634280
163910,Insert,1169
163910,Find,629
163910,Delete,911
163910,Memory,4638088
164010,Insert,1168
164010,Find,612
164010,Delete,1110
164010,Memory,4636328
164110,Insert,1191
164110,Find,611
164110,Delete,1002
164110,Memory,4638536
164210,Insert,1084
164210,Find,612
164210,Delete,1007
164210,Memory,4644744
164310,Insert,1005
164310,Find,620
164310,Delete,971
164310,Memory,4648968
164410,Insert,1354
164410,Find,571
164410,Delete,905
164410,Memory,4651528
164510,Insert,1034
164510,Find,569
164510,Delete,1087
164510,Memory,4653800
164610,Insert,1253
164610,Find,623
164610,Delete,1002
164610,Memory,4654152
164710,Insert,1191
164710,Find,605
164710,Delete,1109
164710,Memory,4656424
164810,Insert,1056
164810,Find,490
164810,Delete,1201
164810,Memory,4648264
164910,Insert,1431
164910,Find,695
164910,Delete,1126
164910,Memory,4667240
165010,Insert,1324
165010,Find,618
165010,Delete,1311
165010,Memory,4672440
165110,Insert,1324
165110,Find,878
165110,Delete,822
165110,Memory,4671176
165210,Insert,2120
165210,Find,1689
165210,Delete,1739
165210,Memory,4669864
165310,Insert,1131
165310,Find,570
165310,Delete,1079
165310,Memory,4676888
165410,Insert,1315
165410,Find,622
165410,Delete,978
165410,Memory,4678104
165510,Insert,937
165510,Find,585
165510,Delete,1102
165510,Memory,4685512
165610,Insert,1138
165610,Find,553
165610,Delete,1050
165610,Memory,4679976
165710,Insert,1289
165710,Find,713
165710,Delete,994
165710,Memory,4678536
165810,Insert,7952
165810,Find,616
165810,Delete,980
165810,Memory,4688872
165910,Insert,1227
165910,Find,689
165910,Delete,968
165910,Memory,4695320
166010,Insert,1259
166010,Find,637
166010,Delete,972
166010,Memory,4697928
166110,Insert,1211
166110,Find,539
166110,Delete,1097
166110,Memory,4696136
166210,Insert,1752
166210,Find,946
166210,Delete,1434
166210,Memory,4701352
166310,Insert,2707
166310,Find,778
166310,Delete,1347
166310,Memory,4705160
166410,Insert,2513
166410,Find,697
166410,Delete,1088
166410,Memory,4704648
166510,Insert,1781
166510,Find,602
166510,Delete,834
166510,Memory,4702904
166610,Insert,1138
166610,Find,632
166610,Delete,980
166610,Memory,4706984
166710,Insert,1508
166710,Find,663
166710,Delete,844
166710,Memory,4715416
166810,Insert,1447
166810,Find,758
166810,Delete,874
166810,Memory,4709000
166910,Insert,1548
166910,Find,677
166910,Delete,982
166910,Memory,4709296
167010,Insert,1254
167010,Find,826
167010,Delete,1066
167010,Memory,4723528
167110,Insert,1180
167110,Find,615
167110,Delete,1028
167110,Memory,4721064
167210,Insert,1245
167210,Find,579
167210,Delete,977
167210,Memory,4727656
167310,Insert,1055
167310,Find,614
167310,Delete,985
167310,Memory,4730152
167410,Insert,1002
167410,Find,668
167410,Delete,1030
167410,Memory,4734456
167510,Insert,2070
167510,Find,1034
167510,Delete,1434
167510,Memory,4727768
167610,Insert,3048
167610,Find,692
167610,Delete,926
167610,Memory,4738600
167710,Insert,1156
167710,Find,796
167710,Delete,869
167710,Memory,4738504
167810,Insert,1302
167810,Find,629
167810,Delete,1106
167810,Memory,4742264
167910,Insert,1569
167910,Find,688
167910,Delete,900
167910,Memory,4744584
168010,Insert,1904
168010,Find,868
168010,Delete,1179
168010,Memory,4749464
168110,Insert,1313
168110,Find,526
168110,Delete,870
168110,Memory,4747544
168210,Insert,1619
168210,Find,744
168210,Delete,1082
168210,Memory,4755432
168310,Insert,1595
168310,Find,630
168310,Delete,921
168310,Memory,4757320
168410,Insert,1129
168410,Find,605
168410,Delete,1038
168410,Memory,4758648
168510,Insert,1501
168510,Find,658
168510,Delete,960
168510,Memory,4763528
168610,Insert,1327
168610,Find,622
168610,Delete,1144
168610,Memory,4767304
168710,Insert,2088
168710,Find,1092
168710,Delete,1914
168710,Memory,4763864
168810,Insert,1343
168810,Find,545
168810,Delete,867
168810,Memory,4769384
168910,Insert,1081
168910,Find,566
168910,Delete,1044
168910,Memory,4774600
169010,Insert,937
169010,Find,590
169010,Delete,905
169010,Memory,4785032
169110,Insert,1125
169110,Find,616
169110,Delete,1061
169110,Memory,4780744
169210,Insert,995
169210,Find,618
169210,Delete,1111
169210,Memory,4786312
169310,Insert,1198
169310,Find,801
169310,Delete,1475
169310,Memory,4785352
169410,Insert,1733
169410,Find,1006
169410,Delete,1336
169410,Memory,4792168
169510,Insert,1090
169510,Find,635
169510,Delete,1097
169510,Memory,4790824
169610,Insert,896
169610,Find,664
169610,Delete,998
169610,Memory,4791192
169710,Insert,1075
169710,Find,530
169710,Delete,828
169710,Memory,4798088
169810,Insert,1237
169810,Find,592
169810,Delete,974
169810,Memory,4798056
169910,Insert,1345
169910,Find,864
169910,Delete,1244
169910,Memory,4802680
170010,Insert,1293
170010,Find,605
170010,Delete,1014
170010,Memory,4805544
170110,Insert,1055
170110,Find,730
170110,Delete,998
170110,Memory,4806728
170210,Insert,1149
170210,Find,741
170210,Delete,887
170210,Memory,4820680
170310,Insert,1001
170310,Find,613
170310,Delete,865
170310,Memory,4822696
170410,Insert,1080
170410,Find,716
170410,Delete,893
170410,Memory,4820648
170510,Insert,1100
170510,Find,577
170510,Delete,1018
170510,Memory,4820984
170610,Insert,956
170610,Find,624
170610,Delete,961
170610,Memory,4820424
170710,Insert,1072
170710,Find,651
170710,Delete,922
170710,Memory,4829000
170810,Insert,930
170810,Find,592
170810,Delete,993
170810,Memory,4816744
170910,Insert,2051
170910,Find,605
170910,Delete,808
170910,Memory,4832232
171010,Insert,831
171010,Find,581
171010,Delete,983
171010,Memory,4835336
171110,Insert,964
171110,Find,626
171110,Delete,1048
171110,Memory,4837272
171210,Insert,914
171210,Find,540
171210,Delete,810
171210,Memory,4849480
171310,Insert,1213
171310,Find,596
171310,Delete,886
171310,Memory,4843304
171410,Insert,815
171410,Find,502
171410,Delete,937
171410,Memory,4854632
171510,Insert,1044
171510,Find,693
171510,Delete,984
171510,Memory,4849800
171610,Insert,1070
171610,Find,671
171610,Delete,1090
171610,Memory,4854216
171710,Insert,1109
171710,Find,685
171710,Delete,1104
171710,Memory,4856488
171810,Insert,978
171810,Find,666
171810,Delete,1328
171810,Memory,4845304
171910,Insert,977
171910,Find,636
171910,Delete,1142
171910,Memory,4860920
172010,Insert,1870
172010,Find,532
172010,Delete,923
172010,Memory,4858472
172110,Insert,1089
172110,Find,703
172110,Delete,1043
172110,Memory,4864776
172210,Insert,896
172210,Find,602
172210,Delete,962
172210,Memory,4872920
172310,Insert,1012
172310,Find,585
172310,Delete,954
172310,Memory,4873224
172410,Insert,1173
172410,Find,604
172410,Delete,911
172410,Memory,4879496
172510,Insert,1154
172510,Find,576
172510,Delete,863
172510,Memory,4875848
172610,Insert,1054
172610,Find,617
172610,Delete,953
172610,Memory,4877416
172710,Insert,1102
172710,Find,667
172710,Delete,934
172710,Memory,4879912
172810,Insert,1035
172810,Find,618
172810,Delete,975
172810,Memory,4884648
172910,Insert,1114
172910,Find,614
172910,Delete,920
172910,Memory,4881648
173010,Insert,1061
173010,Find,678
173010,Delete,953
173010,Memory,4891016
173110,Insert,1130
173110,Find,667
173110,Delete,914
173110,Memory,4899176
173210,Insert,1039
173210,Find,656
173210,Delete,864
173210,Memory,4895240
173310,Insert,1163
173310,Find,601
173310,Delete,1111
173310,Memory,4899384
173410,Insert,1622
173410,Find,671
173410,Delete,1005
173410,Memory,4900200
173510,Insert,1170
173510,Find,602
173510,Delete,855
173510,Memory,4903816
173610,Insert,966
173610,Find,623
173610,Delete,1154
173610,Memory,4913176
173710,Insert,2397
173710,Find,799
173710,Delete,890
173710,Memory,4912136
173810,Insert,810
173810,Find,542
173810,Delete,1134
173810,Memory,4918040
173910,Insert,891
173910,Find,545
173910,Delete,1166
173910,Memory,4910952
174010,Insert,1212
174010,Find,662
174010,Delete,857
174010,Memory,4910152
174110,Insert,1195
174110,Find,641
174110,Delete,948
174110,Memory,4925848
174210,Insert,939
174210,Find,551
174210,Delete,950
174210,Memory,4927864
174310,Insert,1428
174310,Find,725
174310,Delete,942
174310,Memory,4930312
174410,Insert,1157
174410,Find,633
174410,Delete,1035
174410,Memory,4931752
174510,Insert,1030
174510,Find,722
174510,Delete,929
174510,Memory,4934584
174610,Insert,1081
174610,Find,656
174610,Delete,949
174610,Memory,4930088
174710,Insert,2441
174710,Find,689
174710,Delete,983
174710,Memory,4926472
174810,Insert,1166
174810,Find,728
174810,Delete,1144
174810,Memory,4940344
174910,Insert,1094
174910,Find,632
174910,Delete,858
174910,Memory,4937608
175010,Insert,1357
175010,Find,875
175010,Delete,1460
175010,Memory,4944392
175110,Insert,1239
175110,Find,615
175110,Delete,837
175110,Memory,4957544
175210,Insert,1037
175210,Find,789
175210,Delete,1084
175210,Memory,4955032
175310,Insert,1076
175310,Find,560
175310,Delete,1046
175310,Memory,4964056
175410,Insert,1169
175410,Find,546
175410,Delete,798
175410,Memory,4959480
175510,Insert,1380
175510,Find,655
175510,Delete,1295
175510,Memory,4962728
175610,Insert,1234
175610,Find,599
175610,Delete,906
175610,Memory,4964872
175710,Insert,1928
175710,Find,885
175710,Delete,1327
175710,Memory,4963816
175810,Insert,1000
175810,Find,636
175810,Delete,1013
175810,Memory,4969288
175910,Insert,1914
175910,Find,978
175910,Delete,1604
175910,Memory,4976200
176010,Insert,1311
176010,Find,517
176010,Delete,999
176010,Memory,4966232
176110,Insert,2298
176110,Find,1243
176110,Delete,1799
176110,Memory,4972840
176210,Insert,888
176210,Find,633
176210,Delete,1101
176210,Memory,4983320
176310,Insert,1057
176310,Find,586
176310,Delete,839
176310,Memory,4993800
176410,Insert,943
176410,Find,533
176410,Delete,827
176410,Memory,4987688
176510,Insert,1023
176510,Find,610
176510,Delete,1009
176510,Memory,4988552
176610,Insert,1006
176610,Find,739
176610,Delete,878
176610,Memory,4993704
176710,Insert,965
176710,Find,585
176710,Delete,1049
176710,Memory,4993064
176810,Insert,918
176810,Find,675
176810,Delete,948
176810,Memory,4994312
176910,Insert,966
176910,Find,662
176910,Delete,891
176910,Memory,4999720
177010,Insert,1072
177010,Find,717
177010,Delete,884
177010,Memory,5002888
177110,Insert,1394
177110,Find,861
177110,Delete,53774
177110,Memory,5002280
177210,Insert,1340
177210,Find,668
177210,Delete,953
177210,Memory,5006824
177310,Insert,1044
177310,Find,582
177310,Delete,918
177310,Memory,5010504
177410,Insert,1159
177410,Find,628
177410,Delete,1046
177410,Memory,5022792
177510,Insert,1345
177510,Find,832
177510,Delete,1054
177510,Memory,5028840
177610,Insert,1218
177610,Find,704
177610,Delete,945
177610,Memory,5024968
177710,Insert,1072
177710,Find,610
177710,Delete,1011
177710,Memory,5028744
177810,Insert,1328
177810,Find,550
177810,Delete,1067
177810,Memory,5023528
177910,Insert,1037
177910,Find,630
177910,Delete,898
177910,Memory,5021992
178010,Insert,1300
178010,Find,769
178010,Delete,1043
178010,Memory,5026648
178110,Insert,1684
178110,Find,576
178110,Delete,1053
178110,Memory,5041448
178210,Insert,1217
178210,Find,627
178210,Delete,852
178210,Memory,5040136
178310,Insert,907
178310,Find,498
178310,Delete,1132
178310,Memory,5039080
178410,Insert,1828
178410,Find,872
178410,Delete,1126
178410,Memory,5045736
178510,Insert,1372
178510,Find,580
178510,Delete,853
178510,Memory,5042600
178610,Insert,894
178610,Find,622
178610,Delete,1023
178610,Memory,5054696
178710,Insert,959
178710,Find,639
178710,Delete,832
178710,Memory,5046888
178810,Insert,3642
178810,Find,734
178810,Delete,999
178810,Memory,5049320
178910,Insert,1001
178910,Find,592
178910,Delete,1062
178910,Memory,5056920
179010,Insert,1030
179010,Find,694
179010,Delete,958
179010,Memory,5055656
179110,Insert,1176
179110,Find,554
179110,Delete,896
179110,Memory,5061512
179210,Insert,2786
179210,Find,690
179210,Delete,894
179210,Memory,5073960
179310,Insert,887
179310,Find,660
179310,Delete,932
179310,Memory,5079688
179410,Insert,1087
179410,Find,774
179410,Delete,879
179410,Memory,5073384
179510,Insert,1227
179510,Find,647
179510,Delete,952
179510,Memory,5074024
179610,Insert,1279
179610,Find,610
179610,Delete,908
179610,Memory,5076488
179710,Insert,1486
179710,Find,1065
179710,Delete,1107
179710,Memory,5078424
179810,Insert,1109
179810,Find,614
179810,Delete,959
179810,Memory,5074984
179910,Insert,1535
179910,Find,819
179910,Delete,1220
179910,Memory,5083080
180010,Insert,1650
180010,Find,904
180010,Delete,1261
180010,Memory,5078824
180110,Insert,2901
180110,Find,587
180110,Delete,934
180110,Memory,5090344
180210,Insert,1312
180210,Find,722
180210,Delete,1009
180210,Memory,5090232
180310,Insert,1306
180310,Find,631
180310,Delete,997
180310,Memory,5096648
180410,Insert,1061
180410,Find,660
180410,Delete,953
180410,Memory,5111912
180510,Insert,1211
180510,Find,675
180510,Delete,985
180510,Memory,5102504
180610,Insert,999
180610,Find,728
180610,Delete,818
180610,Memory,5099912
180710,Insert,1280
180710,Find,625
180710,Delete,855
180710,Memory,5109336
180810,Insert,917
180810,Find,703
180810,Delete,1015
180810,Memory,5116520
180910,Insert,1212
180910,Find,705
180910,Delete,1084
180910,Memory,5118408
181010,Insert,2205
181010,Find,665
181010,Delete,1013
181010,Memory,5114856
181110,Insert,3669
181110,Find,862
181110,Delete,1200
181110,Memory,5123112
181210,Insert,970
181210,Find,644
181210,Delete,812
181210,Memory,5118392
181310,Insert,1354
181310,Find,695
181310,Delete,925
181310,Memory,5129288
181410,Insert,1688
181410,Find,825
181410,Delete,1369
181410,Memory,5131368
181510,Insert,962
181510,Find,614
181510,Delete,1074
181510,Memory,5139528
181610,Insert,1264
181610,Find,820
181610,Delete,959
181610,Memory,5137224
181710,Insert,1063
181710,Find,557
181710,Delete,739
181710,Memory,5129128
181810,Insert,1578
181810,Find,993
181810,Delete,1472
181810,Memory,5141576
181910,Insert,1086
181910,Find,658
181910,Delete,920
181910,Memory,5143464
182010,Insert,1226
182010,Find,632
182010,Delete,1076
182010,Memory,5144248
182110,Insert,1453
182110,Find,780
182110,Delete,1291
182110,Memory,5144424
182210,Insert,1101
182210,Find,726
182210,Delete,1023
182210,Memory,5147368
182310,Insert,856
182310,Find,662
182310,Delete,952
182310,Memory,5162280
182410,Insert,956
182410,Find,681
182410,Delete,1051
182410,Memory,5160488
182510,Insert,1035
182510,Find,623
182510,Delete,1035
182510,Memory,5160968
182610,Insert,877
182610,Find,660
182610,Delete,1004
182610,Memory,5160120
182710,Insert,1337
182710,Find,636
182710,Delete,873
182710,Memory,5165192
182810,Insert,1662
182810,Find,679
182810,Delete,1061
182810,Memory,5171992
182910,Insert,925
182910,Find,571
182910,Delete,916
182910,Memory,5170216
183010,Insert,1157
183010,Find,609
183010,Delete,917
183010,Memory,5172296
183110,Insert,919
183110,Find,688
183110,Delete,981
183110,Memory,5169640
183210,Insert,1276
183210,Find,650
183210,Delete,901
183210,Memory,5183432
183310,Insert,1224
183310,Find,565
183310,Delete,1065
183310,Memory,5187576
183410,Insert,1079
183410,Find,550
183410,Delete,929
183410,Memory,5187048
183510,Insert,1094
183510,Find,438
183510,Delete,922
183510,Memory,5181488
183610,Insert,1072
183610,Find,623
183610,Delete,1033
183610,Memory,5195880
183710,Insert,1140
183710,Find,686
183710,Delete,931
183710,Memory,5196936
183810,Insert,1175
183810,Find,596
183810,Delete,1103
183810,Memory,5196712
183910,Insert,1362
183910,Find,629
183910,Delete,980
183910,Memory,5198024
184010,Insert,1272
184010,Find,658
184010,Delete,1072
184010,Memory,5198504
184110,Insert,1080
184110,Find,624
184110,Delete,946
184110,Memory,5199944
184210,Insert,1004
184210,Find,679
184210,Delete,913
184210,Memory,5200072
184310,Insert,1144
184310,Find,643
184310,Delete,880
184310,Memory,5198792
184410,Insert,1281
184410,Find,620
184410,Delete,996
184410,Memory,5215016
184510,Insert,1101
184510,Find,664
